Customer_ID,Customer_Name,Gender,Age,City,State,Region
C0889,Nikhil Jadhav,Female,51,Amritsar,Punjab,North
C0890,Priya Naik,Female,41,Patna,Bihar,East
C0891,Priya Nair,Male,37,Delhi,Delhi,North
C0892,Amit More,Female,57,Hyderabad,Telangana,South
C0893,Anjali Verma,Female,25,Siliguri,West Bengal,East
C0894,Vikas Gupta,Male,45,Thane,Maharashtra,West
C0895,Akash Khan,Female,53,Hyderabad,Telangana,South
C0896,Shreya Joshi,Male,35,New Delhi,Delhi,North
C0897,Ananya Patil,Male,28,Warangal,Telangana,South
C0898,Karan Deshmukh,Female,55,Delhi,Delhi,North
C0899,Anjali Mehta,Female,52,Delhi,Delhi,North
C0900,Rohit Reddy,Male,48,Jodhpur,Rajasthan,North
C0901,Aryan Gupta,Male,51,Madurai,Tamil Nadu,South
C0902,Riya Khan,Male,35,Patna,Bihar,East
C0903,Divya More,Male,32,Patiala,Punjab,North
C0904,Kavya Nair,Male,56,Jodhpur,Rajasthan,North
C0905,Neha Shinde,Female,37,Kolkata,West Bengal,East
C0906,Sneha Naik,Male,33,Jodhpur,Rajasthan,North
C0907,Divya Singh,Female,36,Bengaluru,Karnataka,South
C0908,Sanjay Kulkarni,Female,35,Mangaluru,Karnataka,South
C0909,Anil Joshi,Male,42,Patiala,Punjab,North
C0910,Vikas More,Male,62,Warangal,Telangana,South
C0911,Neha Deshmukh,Female,36,Chennai,Tamil Nadu,South
C0912,Sanjay Mehta,Male,21,Ludhiana,Punjab,North
C0913,Anil More,Male,30,Delhi,Delhi,North
C0914,Sneha Pawar,Male,55,Rajkot,Gujarat,West
C0915,Vikas Kulkarni,Female,20,Chennai,Tamil Nadu,South
C0916,Riya Patil,Female,39,Patna,Bihar,East
C0917,Ananya More,Male,25,Chennai,Tamil Nadu,South
C0918,Sanjay Pawar,Female,49,Delhi,Delhi,North
C0919,Aryan Kulkarni,Female,29,New Delhi,Delhi,North
C0920,Sneha Deshmukh,Female,42,Mumbai,Maharashtra,West
C0921,Arjun Gore,Male,39,Patiala,Punjab,North
C0922,Isha Khan,Male,59,Delhi,Delhi,North
C0923,Neha Gore,Female,30,Mysuru,Karnataka,South
C0924,Riya Joshi,Male,18,Kolkata,West Bengal,East
C0925,Isha Reddy,Female,25,Vadodara,Gujarat,West
C0926,Sneha Khan,Male,63,Gaya,Bihar,East
C0927,Shreya Nair,Male,30,Patiala,Punjab,North
C0928,Amit Reddy,Female,42,Rourkela,Odisha,East
C0929,Meera Patil,Female,35,Bengaluru,Karnataka,South
C0930,Neha Jadhav,Male,49,Hyderabad,Telangana,South
C0931,Tanvi Mehta,Female,35,Delhi,Delhi,North
C0932,Deepak Iyer,Male,34,Bhubaneswar,Odisha,East
C0933,Pooja Gore,Male,26,Delhi,Delhi,North
C0934,Divya Gore,Female,50,Coimbatore,Tamil Nadu,South
C0935,Priya Shinde,Female,64,Bengaluru,Karnataka,South
C0936,Divya Kulkarni,Male,51,Chennai,Tamil Nadu,South
C0937,Kavya Singh,Male,62,Mumbai,Maharashtra,West
C0938,Sanjay More,Female,44,Coimbatore,Tamil Nadu,South
C0939,Aarav Verma,Female,59,Nagpur,Maharashtra,West
C0940,Deepak Jadhav,Male,48,Nashik,Maharashtra,West
C0941,Aarav More,Male,23,Bhubaneswar,Odisha,East
C0942,Nikhil Pawar,Male,62,Delhi,Delhi,North
C0943,Pooja More,Male,52,Warangal,Telangana,South
C0944,Deepak Reddy,Male,19,Patna,Bihar,East
C0945,Anjali Chavan,Male,45,Madurai,Tamil Nadu,South
C0946,Neha Pawar,Male,55,Patna,Bihar,East
C0947,Ananya Deshmukh,Male,21,Mysuru,Karnataka,South
C0948,Neha Verma,Female,30,Pune,Maharashtra,West
C0949,Shreya Reddy,Male,53,Delhi,Delhi,North
C0950,Suresh Mehta,Male,52,Vadodara,Gujarat,West
C0951,Anjali Sharma,Female,35,Amritsar,Punjab,North
C0952,Divya More,Female,33,Bhubaneswar,Odisha,East
C0953,Akash Pawar,Female,44,Warangal,Telangana,South
C0954,Kavya Iyer,Female,29,Jaipur,Rajasthan,North
C0955,Sakshi Mehta,Male,42,Rourkela,Odisha,East
C0956,Aditi Kulkarni,Female,41,Vadodara,Gujarat,West
C0957,Riya Gupta,Male,43,Amritsar,Punjab,North
C0958,Anjali Gupta,Male,20,Rajkot,Gujarat,West
C0959,Aditya Iyer,Male,32,Chennai,Tamil Nadu,South
C0960,Divya Shinde,Male,61,Nashik,Maharashtra,West
C0961,Kavya Patil,Male,48,Warangal,Telangana,South
C0962,Priya Singh,Male,21,Durgapur,West Bengal,East
C0963,Riya Patil,Female,20,Mumbai,Maharashtra,West
C0964,Rahul Gore,Male,39,Durgapur,West Bengal,East
C0965,Vikas Sharma,Female,55,Patna,Bihar,East
C0966,Kavya Mehta,Female,32,Ludhiana,Punjab,North
C0967,Sanjay Deshmukh,Female,60,Delhi,Delhi,North
C0968,Rohit Joshi,Male,35,Udaipur,Rajasthan,North
C0969,Suresh Kulkarni,Female,57,Bengaluru,Karnataka,South
C0970,Anjali Naik,Female,42,Nashik,Maharashtra,West
C0971,Neha More,Male,28,Warangal,Telangana,South
C0972,Amit Khan,Male,54,Ahmedabad,Gujarat,West
C0973,Sneha Khan,Female,46,Warangal,Telangana,South
C0974,Arjun Iyer,Female,18,Ludhiana,Punjab,North
C0975,Suresh Chavan,Female,28,Gaya,Bihar,East
C0976,Shreya Khan,Male,25,Siliguri,West Bengal,East
C0977,Tanvi Shinde,Male,48,Vadodara,Gujarat,West
C0978,Rahul Nair,Female,48,Mysuru,Karnataka,South
C0979,Divya Sharma,Male,39,Bengaluru,Karnataka,South
C0980,Kavya Sharma,Male,59,Thane,Maharashtra,West
C0981,Aryan Nair,Male,39,Amritsar,Punjab,North
C0982,Aditya Khan,Female,25,Delhi,Delhi,North
C0983,Kavya Reddy,Male,43,Amritsar,Punjab,North
C0984,Neha Pawar,Male,31,Patna,Bihar,East
C0985,Ananya Kulkarni,Female,31,Kolkata,West Bengal,East
C0986,Anjali Nair,Female,44,Hyderabad,Telangana,South
C0987,Neha Kulkarni,Female,23,Bengaluru,Karnataka,South
C0988,Riya Reddy,Male,42,Hyderabad,Telangana,South
C0989,Shreya Nair,Male,43,Warangal,Telangana,South
C0990,Ananya Pawar,Male,35,Warangal,Telangana,South
C0991,Sanjay Mehta,Female,30,Bengaluru,Karnataka,South
C0992,Divya Nair,Male,60,Patna,Bihar,East
C0993,Divya Kulkarni,Male,52,Rourkela,Odisha,East
C0994,Priya Joshi,Male,49,Madurai,Tamil Nadu,South
C0995,Meera Singh,Female,41,Durgapur,West Bengal,East
C0996,Tanvi Reddy,Male,60,Bhubaneswar,Odisha,East
C0997,Aarav Kulkarni,Female,53,Durgapur,West Bengal,East
C0998,Ananya Mehta,Male,32,Ahmedabad,Gujarat,West
C0999,Vikas Joshi,Female,33,Patiala,Punjab,North
C1000,Akash Khan,Female,45,Amritsar,Punjab,North
